Company,Position,Salary,symbol,industry,sector
Incyte Corporation,"Lead Biostatistical Programmer I
4 Salaries submitted",145,INCY,Biotechnology,Healthcare
Incyte Corporation,"Associate Director
4 Salaries submitted",257,INCY,Biotechnology,Healthcare
Incyte Corporation,"Senior Research Investigator
4 Salaries submitted",174,INCY,Biotechnology,Healthcare
Incyte Corporation,"Staff Scientist
3 Salaries submitted",167,INCY,Biotechnology,Healthcare
Incyte Corporation,"Senior Manager
3 Salaries submitted",228,INCY,Biotechnology,Healthcare
Incyte Corporation,"Intern
3 Salaries submitted",79,INCY,Biotechnology,Healthcare
Incyte Corporation,"Senior Drug Safety Associate
3 Salaries submitted",147,INCY,Biotechnology,Healthcare
Incyte Corporation,"Senior Research Investigator, Chemistry
3 Salaries submitted",151,INCY,Biotechnology,Healthcare
Incyte Corporation,"Research Expert
3 Salaries submitted",111,INCY,Biotechnology,Healthcare
Incyte Corporation,"Medical Science Liaison
2 Salaries submitted",309,INCY,Biotechnology,Healthcare
Incyte Corporation,"Sr. research investigator
2 Salaries submitted",178,INCY,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Research Associate
10 Salaries submitted",96,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Associate Scientist
7 Salaries submitted",104,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Director
4 Salaries submitted",374,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Clinical Scientist
4 Salaries submitted",197,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Research Associate II
3 Salaries submitted",107,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Research Associate I
3 Salaries submitted",87,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Senior Scientist
3 Salaries submitted",205,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Research Scientist
3 Salaries submitted",164,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Associate Director
3 Salaries submitted",284,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Scientist
2 Salaries submitted",160,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Software Engineer
2 Salaries submitted",192,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Engineering Technician II
1 Salaries submitted",81,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Senior Planner/Buyer
1 Salaries submitted",168,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Manufacturing Electrical Engineer II
1 Salaries submitted",149,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Director of Investor Relations
1 Salaries submitted",503,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Associate Director, Clinical Operations
1 Salaries submitted",294,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Senior Director Communications
1 Salaries submitted",391,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Associate Manager
1 Salaries submitted",200,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","Clinical Associate
1 Salaries submitted",163,INO,Biotechnology,Healthcare
"Inovio Pharmaceuticals, Inc.","IT Service Desk III
1 Salaries submitted",93,INO,Biotechnology,Healthcare
Insmed Incorporated,"Director
6 Salaries submitted",337,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Intern - Hourly
5 Salaries submitted",119,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Scientist
4 Salaries submitted",162,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Therapeutic Specialist
4 Salaries submitted",233,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Senior Research Associate
4 Salaries submitted",131,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Associate Director
4 Salaries submitted",280,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Senior Scientist
3 Salaries submitted",188,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Senior Associate
3 Salaries submitted",144,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Specialist
3 Salaries submitted",133,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Project Manager
2 Salaries submitted",167,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Clinical Trials Administrator
2 Salaries submitted",101,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Research Associate
2 Salaries submitted",113,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Sr Director, Program Management
2 Salaries submitted",331,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Director of Financial Planning and Analysis
2 Salaries submitted",289,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Analytics Manager
2 Salaries submitted",192,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Intellectual Property Paralegal
2 Salaries submitted",157,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Senior Team Lead
2 Salaries submitted",162,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Management
2 Salaries submitted",254,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Sr. Director
1 Salaries submitted",377,INSM,Biotechnology,Healthcare
Insmed Incorporated,"Director of Analytics
1 Salaries submitted",315,INSM,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Research Associate
21 Salaries submitted",108,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Senior Research Associate
20 Salaries submitted",134,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Assistant Director
19 Salaries submitted",201,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Senior Scientist
17 Salaries submitted",194,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Scientist
14 Salaries submitted",174,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Director
13 Salaries submitted",327,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Associate Director
10 Salaries submitted",258,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Postdoctoral Fellow
9 Salaries submitted",99,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Executive Director
9 Salaries submitted",468,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Research Scientist
6 Salaries submitted",180,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Intern
4 Salaries submitted",92,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Post Doctoral Fellow
3 Salaries submitted",119,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Vice President
3 Salaries submitted",477,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Executive Assistant
3 Salaries submitted",125,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Intern - Hourly
3 Salaries submitted",122,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Assistant Director, Core Antisense Research
2 Salaries submitted",265,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Senior Scientist, Computational Biology
2 Salaries submitted",192,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Senior Accountant
2 Salaries submitted",146,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Executive Director Supply Chain
2 Salaries submitted",371,IONS,Biotechnology,Healthcare
"Ionis Pharmaceuticals, Inc.","Contractor
2 Salaries submitted",103,IONS,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Director
6 Salaries submitted",347,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Vice President
5 Salaries submitted",615,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Associate Director
5 Salaries submitted",287,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Aseptic Manufacturing Technician
5 Salaries submitted",77,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Aseptic Technician
5 Salaries submitted",60,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Quality Operations Specialist
3 Salaries submitted",87,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Manager
3 Salaries submitted",201,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Process Development Associate
3 Salaries submitted",90,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Manufacturing Technician
3 Salaries submitted",66,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Sr. Director
3 Salaries submitted",404,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Research Associate
2 Salaries submitted",95,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Clinical Trial Manager
2 Salaries submitted",169,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Associate Scientist
2 Salaries submitted",114,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Business IT Analyst
2 Salaries submitted",130,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Senior Scientist
2 Salaries submitted",192,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Lead Aseptic Manufacturing Technician
2 Salaries submitted",71,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Quality Assurance
2 Salaries submitted",91,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Intern
2 Salaries submitted",94,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Quality Control Analyst II
2 Salaries submitted",92,IOVA,Biotechnology,Healthcare
"Iovance Biotherapeutics, Inc.","Manufacturing Technician I
2 Salaries submitted",67,IOVA,Biotechnology,Healthcare
"Ironwood Pharmaceuticals, Inc.","Clinical Sales Specialist
18 Salaries submitted",239,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Associate Director
8 Salaries submitted",270,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Director
7 Salaries submitted",325,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Manager
6 Salaries submitted",208,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Senior Associate Scientist
5 Salaries submitted",134,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Scientist
4 Salaries submitted",156,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Regional Sales Manager
3 Salaries submitted",337,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Senior Manager
3 Salaries submitted",244,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Pharmaceuticals Sales Representative
3 Salaries submitted",243,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Senior Clinical Sales Specialist
3 Salaries submitted",260,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Sales Representative
3 Salaries submitted",254,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Associate
2 Salaries submitted",135,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Regulatory Affairs Manager
2 Salaries submitted",189,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Strategic Planning Associate
2 Salaries submitted",152,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Intern - Hourly
2 Salaries submitted",86,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Staff Accountant
2 Salaries submitted",81,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Bioanalytical Chemist
2 Salaries submitted",91,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Senior Scientist
2 Salaries submitted",185,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Senior Analyst
2 Salaries submitted",136,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"Ironwood Pharmaceuticals, Inc.","Scientist II
2 Salaries submitted",138,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
"KalVista Pharmaceuticals, Inc.","Communication Specialist
1 Salaries submitted",84,KALV,Biotechnology,Healthcare
"KalVista Pharmaceuticals, Inc.","Investor Relations Associate
1 Salaries submitted",93,KALV,Biotechnology,Healthcare
"KalVista Pharmaceuticals, Inc.","Sr Medical Director
1 Salaries submitted",335,KALV,Biotechnology,Healthcare
"KalVista Pharmaceuticals, Inc.","Research Associate
1 Salaries submitted",89,KALV,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Director
10 Salaries submitted",307,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Clinical Trial Associate
4 Salaries submitted",99,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Lab Technician
2 Salaries submitted",58,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Vice President, Market Access
1 Salaries submitted",555,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Clinical Trial Manager
1 Salaries submitted",164,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Lawyer
1 Salaries submitted",257,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Vice President Quality
1 Salaries submitted",468,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Sr Manager, Marketing
1 Salaries submitted",238,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","QA Senior Specialist
1 Salaries submitted",138,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Sr. Clinical Trial Associate
1 Salaries submitted",151,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Maintenance Technician
1 Salaries submitted",64,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Sr. Quality Assurance Specialist
1 Salaries submitted",117,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Associate Director
1 Salaries submitted",261,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Director, Marketing
1 Salaries submitted",404,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Sr Manager, Analytics
1 Salaries submitted",238,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Project Manager
1 Salaries submitted",163,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Senior Manager, Quality Assurance
1 Salaries submitted",224,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","QC/AD Analyst
1 Salaries submitted",98,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Sales Representative
1 Salaries submitted",215,KNSA,Biotechnology,Healthcare
"Kiniksa Pharmaceuticals, Ltd.","Senior Project Manager
1 Salaries submitted",191,KNSA,Biotechnology,Healthcare
Kodiak Sciences Inc,"Scientist II
4 Salaries submitted",120,KOD,Biotechnology,Healthcare
Kodiak Sciences Inc,"Manager
2 Salaries submitted",153,KOD,Biotechnology,Healthcare
Kodiak Sciences Inc,"Firefighter
1 Salaries submitted",74,KOD,Biotechnology,Healthcare
Kodiak Sciences Inc,"Executive Assistant
1 Salaries submitted",91,KOD,Biotechnology,Healthcare
Kodiak Sciences Inc,"Senior Research Associate
1 Salaries submitted",113,KOD,Biotechnology,Healthcare
Kodiak Sciences Inc,"Marketing
1 Salaries submitted",144,KOD,Biotechnology,Healthcare
Kodiak Sciences Inc,"Director
1 Salaries submitted",278,KOD,Biotechnology,Healthcare
Kodiak Sciences Inc,"Research Scientist
1 Salaries submitted",149,KOD,Biotechnology,Healthcare
Kodiak Sciences Inc,"Scientist
1 Salaries submitted",141,KOD,Biotechnology,Healthcare
Kodiak Sciences Inc,"Clinical Trial Associate
1 Salaries submitted",98,KOD,Biotechnology,Healthcare
Kodiak Sciences Inc,"Quality Specialist
1 Salaries submitted",89,KOD,Biotechnology,Healthcare
Kodiak Sciences Inc,"Senior Engineer
1 Salaries submitted",147,KOD,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Director
8 Salaries submitted",325,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Clinical Data Manager
6 Salaries submitted",146,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Associate Director
6 Salaries submitted",273,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Intern
5 Salaries submitted",89,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Clinical Research Scientist
4 Salaries submitted",191,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Senior Associate Regulatory Operations
4 Salaries submitted",196,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Clinical Trial Manager
4 Salaries submitted",167,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Clinical Trial Associate
4 Salaries submitted",99,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Data Scientist
3 Salaries submitted",181,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Executive Director
3 Salaries submitted",457,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Pharmacovigilance Scientist
3 Salaries submitted",169,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Senior CPM
2 Salaries submitted",255,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"PV Specialist
2 Salaries submitted",117,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Quality Assurance
2 Salaries submitted",87,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Project Manager
2 Salaries submitted",169,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Vendor Manager
2 Salaries submitted",168,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Vice President
2 Salaries submitted",471,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Biostatistician
2 Salaries submitted",160,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Associate Medical Director
2 Salaries submitted",391,KPTI,Biotechnology,Healthcare
Karyopharm Therapeutics Inc.,"Medical Science Liaison (MSL)
2 Salaries submitted",305,KPTI,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","Scientist
2 Salaries submitted",111,KRBP,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","Cell Therapy Technician
2 Salaries submitted",48,KRBP,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","Research Assistant
2 Salaries submitted",64,KRBP,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","Supply Chain
1 Salaries submitted",84,KRBP,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","Lab Tech II
1 Salaries submitted",51,KRBP,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","Scientist I
1 Salaries submitted",92,KRBP,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","Front Desk Receptionist
1 Salaries submitted",42,KRBP,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","Laboratory Technician II
1 Salaries submitted",53,KRBP,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","CSO/CISO
1 Salaries submitted",306,KRBP,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","Technician
1 Salaries submitted",57,KRBP,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","Virus Manufacturing Specialist I
1 Salaries submitted",77,KRBP,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","Dental Assistant
1 Salaries submitted",50,KRBP,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","Sr. Director, Engineering
1 Salaries submitted",248,KRBP,Biotechnology,Healthcare
"Kiromic BioPharma, Inc.","Department Head
1 Salaries submitted",98,KRBP,Biotechnology,Healthcare
"Keros Therapeutics, Inc.","Research Associate II
2 Salaries submitted",87,KROS,Biotechnology,Healthcare
"Keros Therapeutics, Inc.","Research Associate
2 Salaries submitted",87,KROS,Biotechnology,Healthcare
"Keros Therapeutics, Inc.","Senior Director Clinical Operations
1 Salaries submitted",332,KROS,Biotechnology,Healthcare
"Keros Therapeutics, Inc.","AD Clinical Supply
1 Salaries submitted",158,KROS,Biotechnology,Healthcare
"Keros Therapeutics, Inc.","Principal Engineer
1 Salaries submitted",207,KROS,Biotechnology,Healthcare
"Keros Therapeutics, Inc.","Scientist
1 Salaries submitted",140,KROS,Biotechnology,Healthcare
"Keros Therapeutics, Inc.","Associate Director, Clinical Data Management
1 Salaries submitted",183,KROS,Biotechnology,Healthcare
"Keros Therapeutics, Inc.","In Vitro Research Assistant
1 Salaries submitted",75,KROS,Biotechnology,Healthcare
"Keros Therapeutics, Inc.","Senior Research Associate
1 Salaries submitted",116,KROS,Biotechnology,Healthcare
"Keros Therapeutics, Inc.","Manager
1 Salaries submitted",154,KROS,Biotechnology,Healthcare
"Keros Therapeutics, Inc.","Co-Op
1 Salaries submitted",98,KROS,Biotechnology,Healthcare
"Keros Therapeutics, Inc.","Process Development Scientist
1 Salaries submitted",113,KROS,Biotechnology,Healthcare
"Karuna Therapeutics, Inc.","Associate Director
2 Salaries submitted",262,KRTX,Biotechnology,Healthcare
"Karuna Therapeutics, Inc.","Coordinator
2 Salaries submitted",97,KRTX,Biotechnology,Healthcare
"Karuna Therapeutics, Inc.","Associate Director, Formulation Development
2 Salaries submitted",251,KRTX,Biotechnology,Healthcare
"Karuna Therapeutics, Inc.","Manager, Quality Systems
1 Salaries submitted",190,KRTX,Biotechnology,Healthcare
"Karuna Therapeutics, Inc.","Executive Assistant
1 Salaries submitted",112,KRTX,Biotechnology,Healthcare
"Karuna Therapeutics, Inc.","Senior Manager
1 Salaries submitted",253,KRTX,Biotechnology,Healthcare
"Karuna Therapeutics, Inc.","Senior Clinical Project Manager
1 Salaries submitted",188,KRTX,Biotechnology,Healthcare
"Karuna Therapeutics, Inc.","Operations Coordinator
1 Salaries submitted",81,KRTX,Biotechnology,Healthcare
"Karuna Therapeutics, Inc.","Sr Clinical Trial Associate
1 Salaries submitted",154,KRTX,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Sr. Research Associate
2 Salaries submitted",100,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Research Associate
2 Salaries submitted",74,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Clinical Research Associate
2 Salaries submitted",97,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Senior Scientist
2 Salaries submitted",149,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Product Manager
1 Salaries submitted",153,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","CRA I
1 Salaries submitted",103,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Warehouse Associate
1 Salaries submitted",43,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Technical Services Engineer
1 Salaries submitted",109,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Senior CMC Program Manager
1 Salaries submitted",161,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Human Resources Generalist
1 Salaries submitted",83,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Anonymous
1 Salaries submitted",108,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Assistant Process Development Engineer
1 Salaries submitted",103,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Quality Control Analyst
1 Salaries submitted",74,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Associate
1 Salaries submitted",81,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Process Engineer
1 Salaries submitted",104,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Quality Control Analyst I
1 Salaries submitted",63,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","QC Analyst
1 Salaries submitted",79,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Bioprocess Engineer
1 Salaries submitted",103,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Engineer
1 Salaries submitted",115,KRYS,Biotechnology,Healthcare
"Krystal Biotech, Inc.","Senior Process Development Engineer
1 Salaries submitted",126,KRYS,Biotechnology,Healthcare
"Kura Oncology, Inc.","Director
3 Salaries submitted",273,KURA,Biotechnology,Healthcare
"Kura Oncology, Inc.","Senior Manager
1 Salaries submitted",204,KURA,Biotechnology,Healthcare
"Kura Oncology, Inc.","Director, Project Management
1 Salaries submitted",215,KURA,Biotechnology,Healthcare
"Kura Oncology, Inc.","Senior Accountant
1 Salaries submitted",131,KURA,Biotechnology,Healthcare
"Kura Oncology, Inc.","Manager, Clinical Data Management
1 Salaries submitted",155,KURA,Biotechnology,Healthcare
"Kura Oncology, Inc.","Senior Clinical Trial Leader
1 Salaries submitted",147,KURA,Biotechnology,Healthcare
"Kura Oncology, Inc.","Clinical Trial Associate
1 Salaries submitted",102,KURA,Biotechnology,Healthcare
"Kymera Therapeutics, Inc.","Director
2 Salaries submitted",311,KYMR,Biotechnology,Healthcare
"Kymera Therapeutics, Inc.","Associate Director of Accounting
1 Salaries submitted",209,KYMR,Biotechnology,Healthcare
"Kymera Therapeutics, Inc.","Recruiting and Candidate Experience Specialist
1 Salaries submitted",90,KYMR,Biotechnology,Healthcare
"Kymera Therapeutics, Inc.","Associate Director
1 Salaries submitted",231,KYMR,Biotechnology,Healthcare
"Kymera Therapeutics, Inc.","Lab Manager
1 Salaries submitted",121,KYMR,Biotechnology,Healthcare
"Kymera Therapeutics, Inc.","Director of Operations
1 Salaries submitted",329,KYMR,Biotechnology,Healthcare
"Kymera Therapeutics, Inc.","Executive Vice President, Business Development
1 Salaries submitted",605,KYMR,Biotechnology,Healthcare
"Kymera Therapeutics, Inc.","Senior Scientist
1 Salaries submitted",188,KYMR,Biotechnology,Healthcare
"Kymera Therapeutics, Inc.","Scientist
1 Salaries submitted",144,KYMR,Biotechnology,Healthcare
"Kymera Therapeutics, Inc.","Principal Scientist
1 Salaries submitted",242,KYMR,Biotechnology,Healthcare
"Kymera Therapeutics, Inc.","Executive Business Partner
1 Salaries submitted",199,KYMR,Biotechnology,Healthcare
"Kezar Life Sciences, Inc.","Patient Advocacy Coordinator
2 Salaries submitted",60,KZR,Biotechnology,Healthcare
"Kezar Life Sciences, Inc.","Associate Director, Clinical Operations
1 Salaries submitted",236,KZR,Biotechnology,Healthcare
"Kezar Life Sciences, Inc.","Clinical Research Associate
1 Salaries submitted",105,KZR,Biotechnology,Healthcare
"Kezar Life Sciences, Inc.","Project Manager
1 Salaries submitted",143,KZR,Biotechnology,Healthcare
"Kezar Life Sciences, Inc.","Intern
1 Salaries submitted",74,KZR,Biotechnology,Healthcare
"Kezar Life Sciences, Inc.","Senior Manager
1 Salaries submitted",202,KZR,Biotechnology,Healthcare
Legend Biotech Corporation,"Operations Associate
21 Salaries submitted",66,LEGN,Biotechnology,Healthcare
Legend Biotech Corporation,"CAR-T Operator
9 Salaries submitted",53,LEGN,Biotechnology,Healthcare
