Company,Position,Salary,symbol,industry,sector
AbbVie Inc.,"Senior Scientist I
198 Salaries submitted",190,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Associate Director
181 Salaries submitted",324,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Director
150 Salaries submitted",405,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Sales Representative
134 Salaries submitted",250,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Senior Scientist II
111 Salaries submitted",201,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Associate Scientist II
105 Salaries submitted",128,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Intern
94 Salaries submitted",111,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Specialty Sales Representative
81 Salaries submitted",289,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Manager
76 Salaries submitted",236,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Scientist
71 Salaries submitted",195,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Project Manager
71 Salaries submitted",197,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Business Systems Analyst
57 Salaries submitted",152,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Senior Scientist
57 Salaries submitted",214,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Scientist I
56 Salaries submitted",147,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Senior Manager
53 Salaries submitted",275,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Associate Scientist I
53 Salaries submitted",97,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Clinical Sales Representative
48 Salaries submitted",276,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Manufacturing Technician
43 Salaries submitted",68,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Scientist II
42 Salaries submitted",166,ABBV,Drug Manufacturers - General,Healthcare
AbbVie Inc.,"Pharmaceuticals Sales Representative
42 Salaries submitted",295,ABBV,Drug Manufacturers - General,Healthcare
Abeona Therapeutics Inc.,"Scientist
3 Salaries submitted",161,ABEO,Biotechnology,Healthcare
Abeona Therapeutics Inc.,"Senior Associate
3 Salaries submitted",136,ABEO,Biotechnology,Healthcare
Abeona Therapeutics Inc.,"Director
2 Salaries submitted",316,ABEO,Biotechnology,Healthcare
Abeona Therapeutics Inc.,"Sr. Quality Assurance Specialist
1 Salaries submitted",108,ABEO,Biotechnology,Healthcare
Abeona Therapeutics Inc.,"Senior Supply Chain Manager
1 Salaries submitted",195,ABEO,Biotechnology,Healthcare
Abeona Therapeutics Inc.,"Sr. Associate
1 Salaries submitted",105,ABEO,Biotechnology,Healthcare
Abeona Therapeutics Inc.,"Quality Assurance Associate
1 Salaries submitted",74,ABEO,Biotechnology,Healthcare
Abeona Therapeutics Inc.,"Process Associate
1 Salaries submitted",111,ABEO,Biotechnology,Healthcare
Abeona Therapeutics Inc.,"Vice President Clinical Operations
1 Salaries submitted",413,ABEO,Biotechnology,Healthcare
Abeona Therapeutics Inc.,"Senior Manufacturing Associate
1 Salaries submitted",100,ABEO,Biotechnology,Healthcare
Abeona Therapeutics Inc.,"Quality Assurance
1 Salaries submitted",80,ABEO,Biotechnology,Healthcare
Abeona Therapeutics Inc.,"Senior Director Regulatory Affairs
1 Salaries submitted",315,ABEO,Biotechnology,Healthcare
"ARCA biopharma, Inc.","Research Associate
3 Salaries submitted",73,ABIO,Biotechnology,Healthcare
"ARCA biopharma, Inc.","Intern
1 Salaries submitted",53,ABIO,Biotechnology,Healthcare
"ARCA biopharma, Inc.","Principal Scientist
1 Salaries submitted",157,ABIO,Biotechnology,Healthcare
Arbutus Biopharma Corporation,"Scientist
8 Salaries submitted",143,ABUS,Biotechnology,Healthcare
Arbutus Biopharma Corporation,"Research Scientist
4 Salaries submitted",153,ABUS,Biotechnology,Healthcare
Arbutus Biopharma Corporation,"Director
2 Salaries submitted",282,ABUS,Biotechnology,Healthcare
Arbutus Biopharma Corporation,"Senior Manager, Medical Writing
1 Salaries submitted",175,ABUS,Biotechnology,Healthcare
Arbutus Biopharma Corporation,"Senior Vice President Research & Development
1 Salaries submitted",456,ABUS,Biotechnology,Healthcare
Arbutus Biopharma Corporation,"Senior Associate
1 Salaries submitted",132,ABUS,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Associate Director
5 Salaries submitted",263,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Neuroscience Sales Specialist
4 Salaries submitted",235,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Sales
2 Salaries submitted",243,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Sr. Director
2 Salaries submitted",417,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Enterprise Systems Administrator
2 Salaries submitted",145,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Senior Director Clinical Operations
2 Salaries submitted",338,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Administrative Assistant
2 Salaries submitted",56,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Senior Business Analyst
2 Salaries submitted",157,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Medical Science Liaison (MSL)
2 Salaries submitted",261,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Business Analyst
2 Salaries submitted",116,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Senior Manager Regulatory Operations
1 Salaries submitted",245,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Senior Director, Internal Communications
1 Salaries submitted",354,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"SAS Programmer
1 Salaries submitted",116,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Director PV Operations
1 Salaries submitted",374,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Director of Clinical Operations
1 Salaries submitted",282,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Pharmaceutical Sales Manager
1 Salaries submitted",258,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Executive Account Manager
1 Salaries submitted",243,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Sales Executive
1 Salaries submitted",270,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Intern
1 Salaries submitted",88,ACAD,Biotechnology,Healthcare
ACADIA Pharmaceuticals Inc.,"Vivarium Manager/Associate Scientist
1 Salaries submitted",116,ACAD,Biotechnology,Healthcare
"Acorda Therapeutics, Inc.","Senior Manager
5 Salaries submitted",247,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Regulatory Submissions Manager
4 Salaries submitted",146,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Network Administrator
3 Salaries submitted",121,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Area Business Manager
3 Salaries submitted",269,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Administrative Assistant
3 Salaries submitted",69,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Sales Representative
3 Salaries submitted",246,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Director
3 Salaries submitted",325,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Manager
3 Salaries submitted",182,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Bio Statistician I
2 Salaries submitted",120,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Scientist
2 Salaries submitted",156,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Medical Device Engineer
2 Salaries submitted",165,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Assistant Director
2 Salaries submitted",207,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Analytical Development Co-op
2 Salaries submitted",136,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Development Engineer
1 Salaries submitted",147,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Quality
1 Salaries submitted",86,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Manager Educational Services, Senior Educational Serv
1 Salaries submitted",197,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Desktop Support Technician II
1 Salaries submitted",80,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","IT Mobile Systems Manager
1 Salaries submitted",191,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Quality Assurance Specialist
1 Salaries submitted",95,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
"Acorda Therapeutics, Inc.","Research Scientist
1 Salaries submitted",186,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare
Adaptimmune Therapeutics plc,"Manufacturing Cell Therapy Specialist
8 Salaries submitted",99,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Scientist
5 Salaries submitted",143,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Associate Director
4 Salaries submitted",260,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Senior Scientist
4 Salaries submitted",164,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Principal Scientist
3 Salaries submitted",201,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Quality Control Analyst
2 Salaries submitted",82,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"QC Manager
2 Salaries submitted",127,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Principal SAS Programmer
2 Salaries submitted",190,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Process Engineer
2 Salaries submitted",118,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Manufacturing Specialist
2 Salaries submitted",67,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Intern - Hourly
2 Salaries submitted",75,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"QC Specialist
2 Salaries submitted",80,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Manufacturing Manager
2 Salaries submitted",157,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Quality Control Specialist
2 Salaries submitted",65,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Clinical Data Manager
2 Salaries submitted",116,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Director
2 Salaries submitted",302,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Lead Manufacturing Specialist
1 Salaries submitted",110,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Supervisor
1 Salaries submitted",102,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Manager
1 Salaries submitted",177,ADAP,Biotechnology,Healthcare
Adaptimmune Therapeutics plc,"Warehouse Coordinator
1 Salaries submitted",58,ADAP,Biotechnology,Healthcare
ADC Therapeutics SA,"Associate Director
3 Salaries submitted",281,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Manager
2 Salaries submitted",204,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Senior Scientist
2 Salaries submitted",196,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Assoc. Director
1 Salaries submitted",253,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Head of Department
1 Salaries submitted",274,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Associate Director, Analytical Development
1 Salaries submitted",268,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Hematology therapeutic specialist
1 Salaries submitted",188,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Investor Relations Manager
1 Salaries submitted",228,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Human Resources Operations
1 Salaries submitted",173,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Outside Sales Representative
1 Salaries submitted",237,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Executive Director, Clinical Operations
1 Salaries submitted",283,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Account Manager
1 Salaries submitted",256,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Director
1 Salaries submitted",351,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Medical Science Liaison (MSL)
1 Salaries submitted",310,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Sr. Scientist
1 Salaries submitted",214,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Senior Graphic Designer
1 Salaries submitted",137,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Helper
1 Salaries submitted",77,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Customer Service Representative
1 Salaries submitted",61,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Supply Chain Director
1 Salaries submitted",316,ADCT,Biotechnology,Healthcare
ADC Therapeutics SA,"Associate Director, Publications
1 Salaries submitted",211,ADCT,Biotechnology,Healthcare
ADMA Biologics Inc,"Manufacturing Technician
5 Salaries submitted",53,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Phlebotomist
5 Salaries submitted",49,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Donor Screener
4 Salaries submitted",47,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Screener
4 Salaries submitted",79,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Scientist
4 Salaries submitted",128,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Donor Floor Supervisor
3 Salaries submitted",46,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Quality Assurance
3 Salaries submitted",68,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"QC Microbiologist
3 Salaries submitted",74,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Purification Technician
3 Salaries submitted",55,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Corporate Trainer
2 Salaries submitted",91,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Microbiologist
2 Salaries submitted",74,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"QC Chemist III
2 Salaries submitted",82,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Maintenance Technician
2 Salaries submitted",62,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Automation Technician
2 Salaries submitted",66,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Center Director
2 Salaries submitted",203,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"QC Chemist I
2 Salaries submitted",66,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Assistant Manager
2 Salaries submitted",72,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Manager
2 Salaries submitted",145,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Associate Scientist
2 Salaries submitted",83,ADMA,Biotechnology,Healthcare
ADMA Biologics Inc,"Chemist II
2 Salaries submitted",84,ADMA,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Research Associate
8 Salaries submitted",90,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Scientist
7 Salaries submitted",162,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Research Associate II
4 Salaries submitted",100,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Project Manager
3 Salaries submitted",153,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Sr. Scientist
3 Salaries submitted",204,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Process Development Engineer II
3 Salaries submitted",123,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Principal Scientist
3 Salaries submitted",229,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Scientist II
2 Salaries submitted",144,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Principal Scientist, Pharmaceutical Development
2 Salaries submitted",305,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Senior Research Associate
2 Salaries submitted",126,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Director
2 Salaries submitted",332,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Facilities Operations Technician II
1 Salaries submitted",85,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Quality Control Analyst II
1 Salaries submitted",85,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Executive Director
1 Salaries submitted",478,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Director of Clinical Operations
1 Salaries submitted",323,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Senior Analyst
1 Salaries submitted",139,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","HR Business Partner
1 Salaries submitted",214,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Lab Coordinator
1 Salaries submitted",74,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Senior Director, Program Management
1 Salaries submitted",350,ADVM,Biotechnology,Healthcare
"Adverum Biotechnologies, Inc.","Manufacturing Associate II
1 Salaries submitted",73,ADVM,Biotechnology,Healthcare
"Advaxis, Inc.","Engineer
2 Salaries submitted",115,ADXS,Biotechnology,Healthcare
"Advaxis, Inc.","Manufacturing Associate
2 Salaries submitted",50,ADXS,Biotechnology,Healthcare
"Advaxis, Inc.","Research Associate
2 Salaries submitted",76,ADXS,Biotechnology,Healthcare
"Advaxis, Inc.","QA Associate
1 Salaries submitted",65,ADXS,Biotechnology,Healthcare
"Advaxis, Inc.","Associate Research Technician
1 Salaries submitted",57,ADXS,Biotechnology,Healthcare
"Advaxis, Inc.","Regualtory Affairs
1 Salaries submitted",151,ADXS,Biotechnology,Healthcare
"Advaxis, Inc.","Scientist II
1 Salaries submitted",111,ADXS,Biotechnology,Healthcare
"Advaxis, Inc.","IT Network Engineer
1 Salaries submitted",114,ADXS,Biotechnology,Healthcare
"Advaxis, Inc.","IT Senior Manager
1 Salaries submitted",203,ADXS,Biotechnology,Healthcare
"Advaxis, Inc.","Research Scientist
1 Salaries submitted",122,ADXS,Biotechnology,Healthcare
"Advaxis, Inc.","QA Manager
1 Salaries submitted",156,ADXS,Biotechnology,Healthcare
"Advaxis, Inc.","Software Engineer
1 Salaries submitted",138,ADXS,Biotechnology,Healthcare
"Advaxis, Inc.","Manufacturing Engineer
1 Salaries submitted",110,ADXS,Biotechnology,Healthcare
"Advaxis, Inc.","Senior Scientist
1 Salaries submitted",146,ADXS,Biotechnology,Healthcare
Aeterna Zentaris Inc.,"Sales Operations Manager
1 Salaries submitted",201,AEZS,Biotechnology,Healthcare
Affimed N.V.,"Certified Medical Assistant
1 Salaries submitted",56,AFMD,Biotechnology,Healthcare
"AgeX Therapeutics, Inc.","Senior Consultant
1 Salaries submitted",166,AGE,Biotechnology,Healthcare
Agenus Inc.,"Clinical Project Manager
1 Salaries submitted",143,AGEN,Biotechnology,Healthcare
Agenus Inc.,"Research Associate
1 Salaries submitted",91,AGEN,Biotechnology,Healthcare
Agenus Inc.,"Associate Scientist
1 Salaries submitted",88,AGEN,Biotechnology,Healthcare
Agenus Inc.,"Associate Scientist, R&D Immunology
1 Salaries submitted",134,AGEN,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Associate Director
17 Salaries submitted",276,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Scientist
17 Salaries submitted",171,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Associate Scientist
16 Salaries submitted",110,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Director
13 Salaries submitted",340,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Senior Manager
12 Salaries submitted",254,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Intern
8 Salaries submitted",94,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Manager
7 Salaries submitted",220,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Senior Scientist
6 Salaries submitted",193,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Senior Research Associate
5 Salaries submitted",131,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Scientist, Biology
4 Salaries submitted",149,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Research Associate
4 Salaries submitted",108,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Director of Operations
4 Salaries submitted",330,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Scientist, Cell Metabolism
4 Salaries submitted",203,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Scientist - Dmpk
3 Salaries submitted",190,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Clinical Trial Associate
3 Salaries submitted",114,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Principal Statistical Programmer
3 Salaries submitted",213,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Senior Associate
3 Salaries submitted",170,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Sr. Scientist
3 Salaries submitted",209,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Vice President
2 Salaries submitted",486,AGIO,Biotechnology,Healthcare
"Agios Pharmaceuticals, Inc.","Senior Research Scientist
2 Salaries submitted",200,AGIO,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Research Scientist
4 Salaries submitted",175,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Associate Scientist
3 Salaries submitted",110,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Senior Accountant
2 Salaries submitted",150,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Scientist
2 Salaries submitted",169,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Senior Associate Scientist
1 Salaries submitted",150,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Manager
1 Salaries submitted",212,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Research Scientist Intern
1 Salaries submitted",128,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Executive
1 Salaries submitted",399,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Manager QA
1 Salaries submitted",200,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Vice President of Quality Assurance
1 Salaries submitted",395,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Research Associate
1 Salaries submitted",93,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Quality Document Specialist
1 Salaries submitted",88,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Chief Financial Officer (CFO)
1 Salaries submitted",530,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Research Assistant
1 Salaries submitted",75,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Associate Director
1 Salaries submitted",287,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Clinical Operations Manager
1 Salaries submitted",233,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Vice President Human Resources
1 Salaries submitted",580,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Senior Clinical Project Manager
1 Salaries submitted",198,AGLE,Biotechnology,Healthcare
"Aeglea BioTherapeutics, Inc.","Clinical Project Manager
1 Salaries submitted",192,AGLE,Biotechnology,Healthcare
AIM ImmunoTech Inc.,"Director of Human Resources
1 Salaries submitted",186,AIM,Biotechnology,Healthcare
AIM ImmunoTech Inc.,"Validation Manager
1 Salaries submitted",156,AIM,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Associate Director
10 Salaries submitted",289,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Renal Sales Specialist
9 Salaries submitted",279,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Director
8 Salaries submitted",360,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Project Manager
4 Salaries submitted",179,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Regulatory Affairs Manager
3 Salaries submitted",206,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Senior Scientist
3 Salaries submitted",200,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Supply Chain Specialist
3 Salaries submitted",118,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Administrative Assistant
3 Salaries submitted",63,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Manager
3 Salaries submitted",219,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Intern
3 Salaries submitted",96,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Senior Program Manager
2 Salaries submitted",241,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Director of Operations
2 Salaries submitted",346,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Senior Vice President
2 Salaries submitted",700,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Liaison
2 Salaries submitted",146,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Senior Manager
2 Salaries submitted",256,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Regional Sales Director
2 Salaries submitted",481,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Principal Statistical Programmer
2 Salaries submitted",225,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Director Commercial Operations
2 Salaries submitted",416,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Principal Project Manager
2 Salaries submitted",238,AKBA,Biotechnology,Healthcare
"Akebia Therapeutics, Inc.","Director of Quality Assurance
2 Salaries submitted",297,AKBA,Biotechnology,Healthcare
"Akero Therapeutics, Inc.","Principal Scientist
1 Salaries submitted",198,AKRO,Biotechnology,Healthcare
"Aldeyra Therapeutics, Inc.","Associate Director
1 Salaries submitted",178,ALDX,Biotechnology,Healthcare
"Aldeyra Therapeutics, Inc.","Operations Manager
1 Salaries submitted",108,ALDX,Biotechnology,Healthcare
"Alector, Inc.","Senior Scientist
7 Salaries submitted",162,ALEC,Biotechnology,Healthcare
"Alector, Inc.","Senior Research Associate
6 Salaries submitted",110,ALEC,Biotechnology,Healthcare
"Alector, Inc.","Scientist
5 Salaries submitted",136,ALEC,Biotechnology,Healthcare
"Alector, Inc.","Research Associate II
5 Salaries submitted",84,ALEC,Biotechnology,Healthcare
