year,symbol,marketCap,NetIncomeLoss,OperatingIncomeLoss,ResearchAndDevelopmentExpense,GeneralAndAdministrativeExpense,Revenues,CostOfGoodsSold,SalesRevenueGoodsNet,SalesRevenueNet,PaymentsToAcquirePropertyPlantAndEquipment,NetCashProvidedByUsedInOperatingActivities,CommonStockValue,CashAndCashEquivalentsAtCarryingValue,operatingMargin
2016,MGTX,,,,,,,,,,,,,,
2017,MGTX,,,,,,,,,,,,,,
2018,MGTX,,-82865874.0,-78104161.0,33620223.0,44483938.0,,,,,11258479.0,-58887870.0,1064.0,68080175.0,
2019,MGTX,,-54746235.0,-58268000.0,24875659.0,46684297.0,,,,,8980425.0,20044897.0,,,-4.3837
2020,MGTX,497.674,,,,,,,,,,,,,
2015,MIRM,,,,,,,,,,,,,,
2016,MIRM,,,,,,,,,,,,,,
2017,MIRM,,,,,,,,,,,,,,
2018,MIRM,,,,,,,,,,,,,,
2019,MIRM,,-52553000.0,-54743000.0,,11752000.0,,,,,281000.0,-39362000.0,,,
2020,MIRM,467.344,,,,,,,,,,,,,
2015,MITO,,,,,,,,,,,,,,
2016,MITO,,,,,,,,,,,,,,
2017,MITO,,,,,,,,,,,,,,
2018,MITO,,,,,,,,,,,,,,
2019,MITO,,,,,,,,,,,,,,-3.2642
2020,MITO,71.08084000000002,,,,,,,,,,,,,
2015,MLND,,,,,,,,,,,,,,-259.9242
2016,MLND,,,,,,,,,,,,,,-124.0613
2017,MLND,,,,,,,,,,,,,,-171.5458
2018,MLND,,,,,,,,,,,,,,
2019,MLND,,,45399000.0,,17556000.0,,,,,397000.0,41222000.0,18000.0,62478000.0,
2020,MLND,33.81947,,,,,,,,,,,,,
2015,MNKD,,-368445000.0,-344655000.0,,40960000.0,,,,0.0,10285000.0,,4287000.0,59074000.0,
2016,MNKD,,125664000.0,67260000.0,,,,17121000.0,1895000.0,174758000.0,1144000.0,,4784000.0,22895000.0,0.797
2017,MNKD,,-117333000.0,-108189000.0,,,,17228000.0,9192000.0,11745000.0,,,,,-9.3487
2018,MNKD,,-86975000.0,-76595000.0,,,,,,,354000.0,-37731000.0,,,-2.7768
2019,MNKD,,-51903000.0,,,,,,,,2565000.0,-88483000.0,,,-0.6515
2020,MNKD,469.8086,,,,,,,,,,,,,
2015,MNOV,,-8845079.0,-8822386.0,,5805217.0,,,,,2320.0,,,22076749.0,
2016,MNOV,,-10865979.0,-10881834.0,,7362662.0,,,,,84483.0,,,24118037.0,
2017,MNOV,,-11163136.0,-13027093.0,,8803347.0,,,,,,,,27991743.0,
2018,MNOV,,-14675087.0,-15586826.0,,9961012.0,,,,,10200.0,-9114121.0,,62313418.0,
2019,MNOV,,-12941658.0,-14031077.0,,7952035.0,,,,,11272.0,-9124987.0,,,
2020,MNOV,241.3888,,,,,,,,,,,,,
2015,MNPR,,,,,,,,,,,,,,
2016,MNPR,,,,,,,,,,,,,,
2017,MNPR,,,,,,,,,,,,,,
2018,MNPR,,,,,,,,,,,,,,
2019,MNPR,,,,,,,,,,,,,,
2020,MNPR,52.07152,,,,,,,,,,,,,
2015,MORF,,,,,,,,,,,,,,
2016,MORF,,,,,,,,,,,,,,
2017,MORF,,,,,,,,,,,,,,
2018,MORF,,,,,,,,,,,,,,-7.3341
2019,MORF,,-43328000.0,-46988000.0,53732000.0,10233000.0,,,,,2158000.0,-41651000.0,,,-2.7677
2020,MORF,878.6584,,,,,,,,,,,,,
2015,MRKR,,,,,,,,,,,,,,
2016,MRKR,,,,,,,,,,,,,,
2017,MRKR,,,,,,,,,,,,,,
2018,MRKR,,-147957910.0,-148171633.0,7952870.0,24379871.0,205994.0,,,,147668.0,-14479916.0,45440.0,61746748.0,-719.3147
2019,MRKR,,-21427964.0,-22528806.0,12764804.0,9977196.0,213194.0,,,,374983.0,-18284293.0,,,-105.6748
2020,MRKR,75.52056,,,,,,,,,,,,,
2015,MRNA,,3337000.0,-3989000.0,801000.0,3868000.0,,,,,,,,710000.0,
2016,MRNA,,-837143.0,-757730.0,108858.0,242931.0,,,,,,-522314.0,538628.0,,-2.0644
2017,MRNA,,-6219348.0,-6090617.0,907493.0,4732221.0,,,,,,-1260685.0,63127.0,,-1.3087
2018,MRNA,,-384734000.0,-413266000.0,454082000.0,94252000.0,135068000.0,,,,105766000.0,-330865000.0,,,-3.0597
2019,MRNA,,-514021000.0,-545720000.0,496309000.0,109620000.0,60209000.0,,,,31554000.0,-458968000.0,,,-9.0638
2020,MRNA,27830.21,,,,,,,,,,,,,
2015,MRSN,,,,,,,,,,,,,,-1.5775
2016,MRSN,,,,,,,,,,,,,,-0.5491
2017,MRSN,,,,,,,,,,,,,,-2.258
2018,MRSN,,,,19816000.0,4152000.0,,,,,,,,,-6.1974
2019,MRSN,,-16246000.0,,12430000.0,4212000.0,,,,,,,,,-0.7169
2020,MRSN,1264.311,,,,,,,,,,,,,
2015,MRTX,,-64544000.0,-64714000.0,48959000.0,15755000.0,,,,,329000.0,-50714000.0,19000.0,49493000.0,
2016,MRTX,,-83118000.0,-83779000.0,68487000.0,15292000.0,,,,,196000.0,-68017000.0,20000.0,22383000.0,
2017,MRTX,,-70430000.0,-71535000.0,58085000.0,13450000.0,,,,,81000.0,-64706000.0,29000.0,107703000.0,
2018,MRTX,,-98418000.0,-102627000.0,93872000.0,21681000.0,,,,,122000.0,-70096000.0,33000.0,32694000.0,-7.9396
2019,MRTX,,213256000.0,222104000.0,182866000.0,42573000.0,,,,,1552000.0,147726000.0,40000.0,46535000.0,-66.5979
2020,MRTX,8026.233,,,,,,,,,,,,,
2015,MRUS,,,,,,,,,,,,,,-11.6535
2016,MRUS,,,,,,,,,,,,,,-11.107999999999999
2017,MRUS,,,,,,,,,,,,,,-1.6109
2018,MRUS,,,,,,,,,,,,,,-0.9808
2019,MRUS,,-55151000.0,-58657000.0,55680000.0,34110000.0,31133000.0,,,,2223000.0,-63048000.0,,,-1.8841
2020,MRUS,379.486,,,,,,,,,,,,,
2015,MTCR,,,,,,,,,,,,,,
2016,MTCR,,,,,,,,,,,,,,
2017,MTCR,,,,,,,,,,,,,,
2018,MTCR,,,,,,,,,,,,,,
2019,MTCR,,,,,,,,,,,,,,
2020,MTCR,0.0,,,,,,,,,,,,,
2015,MTEM,,,,,,,,,,,,,,0.3501
2016,MTEM,,,,,,,,,,,,,,
2017,MTEM,,-23140000.0,-17847000.0,9487000.0,11755000.0,3395000.0,,,,1101000.0,,,58910000.0,-6.6174
2018,MTEM,,-30287000.0,-30999000.0,30202000.0,14082000.0,,,,,5722000.0,-4465000.0,,87721000.0,-2.3334
2019,MTEM,,-69421000.0,-70449000.0,50519000.0,20077000.0,,,,,9649000.0,-25244000.0,,85451000.0,-3.1634
2020,MTEM,482.7193,,,,,,,,,,,,,
2015,MTNB,,-9135400.0,-9911499.0,5292193.0,4813800.0,194494.0,,,,76179.0,,5719.0,3226997.0,-47.071999999999996
2016,MTNB,,-7598737.0,-8257133.0,3947644.0,4309489.0,0.0,,,,0.0,,5817.0,4105451.0,
2017,MTNB,,-15486489.0,-16502404.0,9010499.0,7641592.0,149687.0,,,,942180.0,-11459437.0,9335.0,7306507.0,-105.9888
2018,MTNB,,-14083073.0,-14646545.0,6787474.0,7978821.0,119750.0,,,,535916.0,-10321209.0,11329.0,12446838.0,-122.3094
2019,MTNB,,-17372651.0,-18921036.0,11234548.0,7776300.0,,,,,405604.0,-14092066.0,16315.0,22170438.0,-199.4651
2020,MTNB,178.0713,,,,,,,,,,,,,
2015,MYGN,,80200000.0,134200000.0,75500000.0,,723100000.0,,,,,,700000.0,64100000.0,0.1856
2016,MYGN,,125300000.0,166800000.0,70600000.0,,753800000.0,,,,,,700000.0,68500000.0,0.2072
2017,MYGN,,21800000.0,,,,,,,,,,,102400000.0,0.0604
2018,MYGN,,131100000.0,,,,,,,,,115900000.0,,110900000.0,0.1639
2019,MYGN,,200000.0,,,,,,,,,83700000.0,,93200000.0,0.0089
2020,MYGN,1098.773,100000.0,,,,,,,,,60700000.0,,,
2015,MYOV,,,,,,,,,,,,,,
2016,MYOV,,,,,,,,,,,,,,
2017,MYOV,,,,,,,,,,,,,,
2018,MYOV,,-143255000.0,-143042000.0,116832000.0,24231000.0,,,,,604000.0,-117255000.0,1000.0,,
2019,MYOV,,-273551000.0,-273075000.0,222607000.0,42219000.0,,,,,1236000.0,-224088000.0,1000.0,156074000.0,
2020,MYOV,1426.162,288989000.0,,192560000.0,82327000.0,,,,,1099000.0,221172000.0,2000.0,76644000.0,
2015,NAVB,,,-18550518.0,,,13249307.0,1754763.0,10254352.0,,39001.0,,,7166260.0,-1.5843
2016,NAVB,,,-2223475.0,,,21969706.0,2297040.0,17037098.0,,1847.0,,,1539325.0,-2.0413
2017,NAVB,,,,,,,,,,33690.0,59083606.0,,,-9.9858
2018,NAVB,,,,,,,,,,46192.0,4275440.0,,,-13.8016
2019,NAVB,,,-10962517.0,5338267.0,,657826.0,,,,,-9354730.0,,,-16.6647
2020,NAVB,67.89891999999999,,,,,,,,,,,,,
2015,NBIX,,-88929000.0,-94202000.0,81491000.0,32480000.0,19769000.0,,,,1934000.0,,86000.0,74195000.0,-4.7651
2016,NBIX,,-141090000.0,-147372000.0,94291000.0,68081000.0,15000000.0,,,,4108000.0,,87000.0,83267000.0,-9.8248
2017,NBIX,,-142542000.0,-131361000.0,121827000.0,,161626000.0,1254000.0,116626000.0,,6940000.0,,89000.0,254712000.0,-0.8127
2018,NBIX,,21111000.0,36895000.0,160524000.0,,,,,,24812000.0,101364000.0,,,0.0818
2019,NBIX,,37012000.0,72283000.0,,,,,,,14748000.0,152054000.0,,,0.0917
2020,NBIX,9233.165,,,,,,,,,,,,,
2015,NBSE,,,,,,,,,,,,,,
2016,NBSE,,,,,,,,,,,,,,
2017,NBSE,,,,,,,,,,,,,,
2018,NBSE,,,,,,,,,,,,,,
2019,NBSE,,-26958247.0,-26336407.0,4273318.0,9095674.0,,,,,455200.0,-2845488.0,,,
2020,NBSE,200.2396,,,,,,,,,,,,,
2015,NCNA,,,,,,,,,,,,,,
2016,NCNA,,,,,,,,,,,,,,
2017,NCNA,,,,,,,,,,,,,,
2018,NCNA,,,,,,,,,,,,,,
2019,NCNA,,,,,,,,,,,,,,
2020,NCNA,283.2412,,,,,,,,,,,,,
2015,NERV,,-27081632.0,-26109619.0,18533363.0,7576256.0,,,,,,,,14284054.0,
2016,NERV,,-31045372.0,-30190696.0,20439994.0,9750702.0,,,,,,,,82980609.0,
2017,NERV,,-31523207.0,-41170161.0,30255892.0,10914269.0,,,,,52400.0,,,26051821.0,
2018,NERV,,-50171287.0,-51729882.0,34888574.0,16841308.0,,,,,,-41941756.0,,50234871.0,
2019,NERV,,-72183490.0,-75865096.0,58124354.0,17740742.0,,,,,,-43432223.0,,21412623.0,
2020,NERV,135.564,,,,,,,,,,,,,
2015,NK,,-236876000.0,,11434000.0,,236000.0,,,,2241000.0,,,175908000.0,-1012.1864
2016,NK,,-120809000.0,-124500000.0,29153000.0,,44000.0,,,,6560000.0,,,8083000.0,-2829.5455
2017,NK,,-96423000.0,-99120000.0,42044000.0,,45000.0,,,,34815000.0,,,23872000.0,-2202.6667
2018,NK,,-96226000.0,-98389000.0,55718000.0,,47000.0,,,,13102000.0,-63381000.0,,16821000.0,-2093.383
2019,NK,,-65789000.0,-67807000.0,49785000.0,,43000.0,,,,4182000.0,-61362000.0,,15508000.0,-1576.9070000000002
2020,NK,926.3866,,,,,,,,,,,,,
2015,NKTX,,,,,,,,,,,,,,
2016,NKTX,,,,,,,,,,,,,,
2017,NKTX,,,,,,,,,,,,,,
2018,NKTX,,,,,,,,,,,,,,-0.0544
2019,NKTX,,,,,,,,,,,,,,-200.1966
2020,NKTX,895.605,,,,,,,,,,,,,
2015,NLTX,,,,,,,,,,,,,,
2016,NLTX,,,,,,,,,,,,,,
2017,NLTX,,,,,,,,,,,,,,
2018,NLTX,,,,,,,,,,,,,,-1.305
2019,NLTX,,-69442000.0,-70959000.0,,18826000.0,,,,,879000.0,-15394000.0,,143093000.0,
2020,NLTX,477.6087,,,,,,,,,,,,,
2015,NNVC,,-2198172.0,-7063100.0,3660322.0,3402778.0,,,,,6760109.0,,57242.0,31467748.0,
2016,NNVC,,-10724629.0,-8859501.0,5028970.0,3830531.0,,,,,476368.0,,58179.0,24162185.0,
2017,NNVC,,-10304490.0,-9600724.0,5531708.0,4069016.0,,,,,164978.0,,63305.0,15099461.0,
2018,NNVC,,-8563455.0,-9325169.0,4826840.0,4498329.0,,,,,241822.0,-7775868.0,69172.0,7081771.0,
2019,NNVC,,-8424440.0,-8659682.0,5921720.0,2737962.0,,,,,73794.0,-6802770.0,,,
2020,NNVC,41.5506,,,,,,,,,,,,,
2015,NRBO,,,,,,,,,,,,,,
2016,NRBO,,,,,,,,,,,,,,
2017,NRBO,,,,,,,,,,,,,,
2018,NRBO,,,,,,,,,,,,,,
2019,NRBO,,-21312000.0,-20176000.0,,2701000.0,,,,,,,,13908000.0,
2020,NRBO,102.5064,,,,,,,,,,,,,
2015,NTEC,,,,,,,,,,,,,,
2016,NTEC,,,,,,,,,,,,,,
2017,NTEC,,,,,,,,,,,,,,
2018,NTEC,,-43543000.0,-43328000.0,35402000.0,7926000.0,,,,,4667000.0,-39076000.0,727000.0,39246000.0,
2019,NTEC,,-47599000.0,-47109000.0,26659000.0,8287000.0,,,,,921000.0,-29045000.0,727000.0,9292000.0,
2020,NTEC,0.0,,,,,,,,,,,,,
2015,NTLA,,,,,,,,,,,,,,-2.2186
2016,NTLA,,-10563000.0,-10822000.0,11331000.0,5118000.0,,,,,,,4000.0,273064000.0,-1.9515
2017,NTLA,,-23963000.0,-24715000.0,21170000.0,10213000.0,,,,,,,,340678000.0,-2.6632
2018,NTLA,,-19066000.0,-20746000.0,19918000.0,8708000.0,,,,,,,,58856000.0,-2.9858
2019,NTLA,,28276000.0,29771000.0,31731000.0,8976000.0,,,,,,,,,-2.4678
2020,NTLA,1461.466,,,,,,,,,,,,,
2015,NTRA,,-70275000.0,-59838000.0,27711000.0,,,112845000.0,188168000.0,190355000.0,7852000.0,,,28947000.0,-0.3143
2016,NTRA,,-95765000.0,-96488000.0,41862000.0,,217074000.0,135574000.0,213968000.0,,23136000.0,,,15256000.0,-0.4755
2017,NTRA,,-136314000.0,-134027000.0,50064000.0,,210939000.0,135508000.0,205489000.0,,9867000.0,-96792000.0,,12620000.0,-0.6456
2018,NTRA,,-128154000.0,-114628000.0,51355000.0,,,,,,3880000.0,-70581000.0,,,-0.4449
2019,NTRA,,124827000.0,116287000.0,51357000.0,,,,,,4968000.0,63444000.0,,,-0.3846
2020,NTRA,5971.705,,,,,,,,,,,,,
2015,NTRP,,-9441535.0,,2180263.0,3714943.0,,,,,11827.0,,4917.0,11230637.0,
2016,NTRP,,-12924202.0,,5603989.0,3435707.0,,,,,2946.0,,676.0,25773533.0,
2017,NTRP,,-12615070.0,,4548835.0,5455683.0,,,,,3585.0,-10988063.0,790.0,16113150.0,
2018,NTRP,,-11022286.0,,4623551.0,3997222.0,,,,,3186.0,-7696771.0,1292.0,28854218.0,
2019,NTRP,,-15134750.0,,4540947.0,6740510.0,,,,,5214.0,-11886809.0,,17382038.0,
2020,NTRP,26.630840000000006,,,,,,,,,,,,,
2015,NVAX,,-156937000.0,-157236000.0,162644000.0,30842000.0,36250000.0,,,,,,2704000.0,93108000.0,-4.3375
2016,NVAX,,-279966000.0,-269113000.0,237939000.0,46527000.0,15353000.0,,,,,,2717000.0,144353000.0,-17.5284
2017,NVAX,,-183769000.0,-171710000.0,168435000.0,34451000.0,31176000.0,,,,,-138696000.0,3237000.0,106307000.0,-5.5078
2018,NVAX,,-184748000.0,-173918000.0,173797000.0,34409000.0,34288000.0,,,,,-184825000.0,3849000.0,70154000.0,-5.0723
2019,NVAX,,-132694000.0,-120581000.0,113842000.0,34417000.0,18662000.0,,,,,-136623000.0,,,-6.4613
2020,NVAX,5706.834,,,,,,,,,,,,,
2015,NVTA,,-89782000.0,-89477000.0,42806000.0,16047000.0,8378000.0,,,,6464000.0,,,73238000.0,-10.68
2016,NVTA,,-100256000.0,-100183000.0,44630000.0,24085000.0,25048000.0,,,,11625000.0,,,66825000.0,-3.9996
2017,NVTA,,-123380000.0,-121279000.0,46469000.0,39472000.0,68221000.0,,,,6675000.0,,,,-1.7777
2018,NVTA,,,,,,,,,,,,,,-0.8298
2019,NVTA,,241965000.0,244112000.0,141526000.0,79070000.0,,,,,20047000.0,145053000.0,10000.0,151389000.0,-1.1259
2020,NVTA,8071.978,,,,,,,,,,,,,
2015,NXTC,,,,,,,,,,,,,,
2016,NXTC,,,,,,,,,,,,,,
2017,NXTC,,,,,,,,,,,,,,
2018,NXTC,,,,,,,,,,,,,,
2019,NXTC,,-33737000.0,-37482000.0,34216000.0,9613000.0,,,,,3371000.0,-35623000.0,,,-5.9055
2020,NXTC,342.4807,,,,,,,,,,,,,
2015,NYMX,,,,,,,,,,,,,,-6.3957
2016,NYMX,,,,,,,,,,,,,,-45.3771
2017,NYMX,,,,,,,,,,,,,,-59.0848
2018,NYMX,,,,,,,,,,,,,,-35.5886
2019,NYMX,,,,,,,,,,,,,,-114.8707
2020,NYMX,174.7698,,,,,,,,,,,,,
2015,OBSV,,,,,,,,,,,,,,-1166.4118
2016,OBSV,,,,,,,,,,,,,,-1370.0455
2017,OBSV,,,,,,,,,,,,,,-4216.5
2018,OBSV,,,,,,,,,,,,,,-5143.6
2019,OBSV,,,,,,,,,,,,,,-6693.4375
2020,OBSV,121.3392,,,,,,,,,,,,,
2015,OCGN,,,,,,,,,,,,,,
2016,OCGN,,,,,,,,,,,,,,
2017,OCGN,,,,,,,,,,,,,,
2018,OCGN,,,,,,,,,,,,,,
2019,OCGN,,20242630.0,14162619.0,8085522.0,6077097.0,,,,,29446.0,16893281.0,527467.0,7444052.0,
2020,OCGN,52.39936,,,,,,,,,,,,,
2015,OCX,,,,,,,,,,,,,,
2016,OCX,,-11168000.0,-11140000.0,5677000.0,5463000.0,,,,,106000.0,,,,
2017,OCX,,-19375000.0,-18849000.0,7174000.0,9232000.0,,,,,91000.0,-13385000.0,,,
2018,OCX,,-15754000.0,-15202000.0,6514000.0,7007000.0,,,,,31000.0,-11649000.0,,,
2019,OCX,,-22426000.0,-22239000.0,6794000.0,13281000.0,,,,,918000.0,-19715000.0,,,
2020,OCX,111.6361,,,,,,,,,,,,,
2015,OGEN,,-11711333.0,-11652119.0,8803033.0,,,481743.0,,1175841.0,102511.0,,39859.0,5083355.0,
2016,OGEN,,-7013304.0,-8542505.0,4754650.0,3787855.0,,0.0,,0.0,27179.0,-7075085.0,49114.0,4080618.0,
2017,OGEN,,-6731525.0,-6718318.0,3539656.0,3178662.0,,0.0,,0.0,,-6363853.0,4928.0,6166143.0,
2018,OGEN,,-9914141.0,-9994140.0,5971833.0,4022307.0,,,,,124727.0,-9079817.0,,20208301.0,
2019,OGEN,,-15566003.0,-15877569.0,12120318.0,3757251.0,,,,,25214.0,-13012843.0,46125.0,18267994.0,
2020,OGEN,32.759640000000005,,,,,,,,,,,,,
2015,ONCS,,,-21241142.0,,8108244.0,,,,,1412217.0,,,32035264.0,
2016,ONCS,,-26888514.0,-26886052.0,,12144358.0,,,,,1470635.0,,,,
2017,ONCS,,-21449798.0,,,9495659.0,,,,,21562.0,,,,
2018,ONCS,,-39136366.0,-36105359.0,,18689839.0,,,,,65156.0,-23221926.0,,,
2019,ONCS,,-30276053.0,-30416678.0,,11971479.0,,,,,9882.0,-29003985.0,,,
2020,ONCS,102.0767,,,,,,,,,,,,,
2015,ONCT,,,,,,,,,,,,,,
2016,ONCT,,,,,,,,,,,,,,
2017,ONCT,,,,,,,,,,,,,,
2018,ONCT,,,,,,,,,,,,,,
2019,ONCT,,-34188000.0,-33108000.0,,7286000.0,2425000.0,,,,,-16746000.0,,,-13.6528
2020,ONCT,33.26286,,,,,,,,,,,,,
2015,ONCY,,,,,,,,,,,,,,
2016,ONCY,,,,,,,,,,,,,,
2017,ONCY,,,,,,,,,,,,,,
2018,ONCY,,,,,,,,,,,,,,
2019,ONCY,,,,,,,,,,,,,,
2020,ONCY,126.3162,,,,,,,,,,,,,
2015,ONVO,,-30082000.0,-30297000.0,12921000.0,,571000.0,,,314000.0,1517000.0,,,50142000.0,-53.0595
2016,ONVO,,-38575000.0,-38643000.0,18008000.0,,1483000.0,,,806000.0,2114000.0,,,62091000.0,-26.0573
2017,ONVO,,-38447000.0,,,,,,,,1354000.0,,,62751000.0,-9.1194
2018,ONVO,,-34803000.0,,,,,,,,226000.0,,,43726000.0,-7.6626
2019,ONVO,,,,,,,,,,79000.0,-20375000.0,,36477000.0,-8.8237
2020,ONVO,67.66023,,,,,,,,,0.0,-14882000.0,,27356000.0,-9.7791
2015,OPGN,,-17352073.0,-15059163.0,6002941.0,5834642.0,3157720.0,1179771.0,,,185296.0,,125477.0,7814220.0,-4.769
2016,OPGN,,-19166753.0,-19009337.0,8613236.0,6602608.0,4025685.0,1658571.0,,,123514.0,,,4117324.0,-4.7219999999999995
2017,OPGN,,-15419308.0,-15265791.0,6883293.0,6692659.0,3211007.0,1612838.0,,,276950.0,,,1847171.0,-4.7542
2018,OPGN,,-13368098.0,-13180242.0,5677243.0,7069315.0,,,,,147767.0,-11073997.0,,,-4.4735
2019,OPGN,,-12446458.0,-12271245.0,5121168.0,6252442.0,,,,,31826.0,-11505439.0,,,-3.5075
2020,OPGN,48.69444,,,,,,,,,,,,,
2015,OPK,,-30028000.0,-98481000.0,99488000.0,,,41934000.0,80146000.0,491738000.0,,164024000.0,5462000.0,193598000.0,-0.2003
2016,OPK,,,-73275000.0,111205000.0,,,47379000.0,83467000.0,1221661000.0,,32046000.0,5586000.0,168733000.0,-0.0864
2017,OPK,,,-280062000.0,125186000.0,,,61177000.0,107759000.0,1067503000.0,,-92080000.0,5600000.0,91499000.0,-0.2862
2018,OPK,,,171197000.0,125586000.0,,,,,,,109141000.0,5869000.0,96473000.0,-0.1729
2019,OPK,,314925000.0,274052000.0,117870000.0,,,,,,,172522000.0,6704000.0,85452000.0,-0.3038
2020,OPK,2880.273,,,,,,,,,,,,,
2015,ORGO,,,,,,,,,,,,,,
2016,ORGO,,,,,,,,,,,,,,
2017,ORGO,,,,,,,,,,,,,,
2018,ORGO,,,,,,,,,,1857000.0,-60739000.0,9000.0,,-0.2773
2019,ORGO,,-40454000.0,-29459000.0,14799000.0,,260981000.0,,,,5984000.0,-33528000.0,10000.0,,-0.12
2020,ORGO,443.8063,,,,,,,,,,,,,
2015,ORGS,,-4461000.0,-7211000.0,1067000.0,4035000.0,2974000.0,,,,,,6000.0,,-2.4247
2016,ORGS,,-9194000.0,-11277000.0,2157000.0,6240000.0,6397000.0,,,,,,12000.0,,-1.7629
2017,ORGS,,-12367000.0,-11230000.0,2478000.0,9189000.0,10089000.0,,,,,,1000.0,,-0.9928
2018,ORGS,,-18291000.0,-14650000.0,6464000.0,16303000.0,18655000.0,,,,,,1000.0,,-0.7853
2019,ORGS,,-24121000.0,-24604000.0,12458000.0,25337000.0,33256000.0,,,,,,,,-0.7398
2020,ORGS,110.2514,,,,,,,,,,,,,
2015,ORIC,,,,,,,,,,,,,,
2016,ORIC,,,,,,,,,,,,,,
2017,ORIC,,,,,,,,,,,,,,
2018,ORIC,,,,,,,,,,,,,,
2019,ORIC,,,,,,,,,,,,,,
2020,ORIC,620.6599,,,,,,,,,,,,,
2015,ORTX,,,,,,,,,,,,,,
2016,ORTX,,,,,,,,,,,,,,
2017,ORTX,,,,,,,,,,,,,,
2018,ORTX,,,,,,,,,,,,,,-113.2134
2019,ORTX,,-163422000.0,-172873000.0,117363000.0,,,,,,4367000.0,-166131000.0,,,
2020,ORTX,465.4428,,,,,,,,,,,,,
2015,OTLK,,,,,,,,,,,,,,-8.9213
2016,OTLK,,,,,,,,,,,,,,-17.233
2017,OTLK,,,,,,,,,,,,,,-9.4136
2018,OTLK,,,,,,,,,,,,,,-10.0068
2019,OTLK,,,,,,,,,,,,,,-4.5305
2020,OTLK,101.7592,,,,,,,,,,,,,
2015,OVID,,,,,,,,,,,,,,
2016,OVID,,,,,,,,,,,,,,
2017,OVID,,-10960000.0,,,,,,,,,,,87125600.0,
2018,OVID,,-12900000.0,,,,,,,,,,,36489618.0,
2019,OVID,,-60461243.0,-61409467.0,42157641.0,19251826.0,,,,,57156.0,-51090622.0,,,
2020,OVID,338.1934,,,,,,,,,,,,,
2015,OYST,,,,,,,,,,,,,,
2016,OYST,,,,,,,,,,,,,,
2017,OYST,,,,,,,,,,,,,,
2018,OYST,,,,,,,,,,,,,,
2019,OYST,,19724000.0,20161000.0,15034000.0,5127000.0,,,,,,,21000.0,139147000.0,
2020,OYST,550.8553,,,,,,,,,,,,,
2015,PAND,,,,,,,,,,,,,,
2016,PAND,,,,,,,,,,,,,,
2017,PAND,,,,,,,,,,,,,,
2018,PAND,,,,,,,,,,,,,,
2019,PAND,,,,,,,,,,,,,,-22.8635
2020,PAND,333.8701,,,,,,,,,,,,,
2015,PASG,,,,,,,,,,,,,,
2016,PASG,,,,,,,,,,,,,,
2017,PASG,,,,,,,,,,,,,,
2018,PASG,,,,,,,,,,,,,,
2019,PASG,,,,,,,,,,,,,,
2020,PASG,778.2758,,,,,,,,,,,,,
2015,PBYI,,-239284000.0,-240280000.0,208472000.0,31808000.0,,,,,1002000.0,,,31569000.0,
2016,PBYI,,-276011000.0,-276596000.0,222798000.0,53798000.0,,,,,4287000.0,,,194494000.0,
2017,PBYI,,-291955000.0,-292390000.0,207810000.0,,27685000.0,5572000.0,26185000.0,,431000.0,,,81698000.0,-10.5613
2018,PBYI,,-113575000.0,-94672000.0,164854000.0,,,,,,439000.0,-24105000.0,,,-0.4131
2019,PBYI,,75595000.0,39098000.0,132851000.0,,,,,,,22376000.0,,,-0.2334
2020,PBYI,376.9294,,,,,,,,,,,,,
2015,PCVX,,,,,,,,,,,,,,
2016,PCVX,,,,,,,,,,,,,,
2017,PCVX,,,,,,,,,,,,,,
2018,PCVX,,,,,,,,,,,,,,
2019,PCVX,,,,,,,,,,,,,,
2020,PCVX,2217.735,,,,,,,,,,,,,
2015,PDLI,,332795000.0,550379000.0,,36090000.0,590448000.0,,,,9000.0,301465000.0,,,0.9431
2016,PDLI,,63606000.0,129402000.0,3820000.0,39790000.0,244301000.0,,31669000.0,,25000.0,101718000.0,,,0.5201
2017,PDLI,,110748000.0,193780000.0,7381000.0,45641000.0,320060000.0,,84123000.0,,1297000.0,40624000.0,,,0.6345
2018,PDLI,,-68859000.0,-50594000.0,2955000.0,45420000.0,198110000.0,,,,4523000.0,-13425000.0,,,-0.2554
2019,PDLI,,-70411000.0,-99814000.0,7308000.0,45598000.0,54757000.0,,,,763000.0,-32443000.0,,,-1.9768
2020,PDLI,257.5999,,,,,,,,,,,,,
2015,PDSB,,,,,,,,,,,,,,
2016,PDSB,,,,,,,,,,,,,,
2017,PDSB,,,,,,,,,,,,,,
2018,PDSB,,,,,,,,,,,,,,
2019,PDSB,,-6998606.0,-21034618.0,6099580.0,10981765.0,,,,,,-18073469.0,1742.0,12161739.0,
2020,PDSB,47.61149,,,,,,,,,,,,,
2015,PGEN,,,,,,,,,,,,,,-0.846
2016,PGEN,,,,,,,,,,,,,,-0.6556
2017,PGEN,,,,,,,,,,,,,,-0.43700000000000006
2018,PGEN,,,,,,,,,,,,,,-2.6689999999999996
2019,PGEN,,1592000.0,,,,,,,,,,,65793000.0,-2.251
2020,PGEN,813.7437,,,,,,,,,,,,,
2015,PHAS,,,,,,,,,,,,,,
2016,PHAS,,,,,,,,,,,,,,
2017,PHAS,,,,,,,,,,,,,,
